"Notes"	"Age Group"	"Age Group Code"	"State"	"State Code"	"Yearly July 1st Estimates"	"Yearly July 1st Estimates Code"	Population
	"20-24 years"	"20-24"	"Georgia"	"13"	"2014"	"2014"	733521
	"20-24 years"	"20-24"	"Georgia"	"13"	"2015"	"2015"	731064
	"20-24 years"	"20-24"	"Georgia"	"13"	"2016"	"2016"	722810
	"20-24 years"	"20-24"	"Georgia"	"13"	"2017"	"2017"	718348
"Total"	"20-24 years"	"20-24"	"Georgia"	"13"			17628993
	"20-24 years"	"20-24"	"Hawaii"	"15"	"1990"	"1990"	91330
	"20-24 years"	"20-24"	"Hawaii"	"15"	"1991"	"1991"	88076
	"20-24 years"	"20-24"	"Hawaii"	"15"	"1992"	"1992"	85476
	"20-24 years"	"20-24"	"Hawaii"	"15"	"1993"	"1993"	83785
	"20-24 years"	"20-24"	"Hawaii"	"15"	"1994"	"1994"	82670
	"20-24 years"	"20-24"	"Hawaii"	"15"	"1995"	"1995"	82048
	"20-24 years"	"20-24"	"Hawaii"	"15"	"1996"	"1996"	81657
	"20-24 years"	"20-24"	"Hawaii"	"15"	"1997"	"1997"	82681
	"20-24 years"	"20-24"	"Hawaii"	"15"	"1998"	"1998"	83105
	"20-24 years"	"20-24"	"Hawaii"	"15"	"1999"	"1999"	82715
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2000"	"2000"	84531
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2001"	"2001"	88395
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2002"	"2002"	91543
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2003"	"2003"	93818
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2004"	"2004"	95485
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2005"	"2005"	97507
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2006"	"2006"	98038
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2007"	"2007"	94550
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2008"	"2008"	94464
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2009"	"2009"	94145
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2010"	"2010"	96726
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2011"	"2011"	99078
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2012"	"2012"	100540
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2013"	"2013"	101796
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2014"	"2014"	102023
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2015"	"2015"	100440
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2016"	"2016"	97458
	"20-24 years"	"20-24"	"Hawaii"	"15"	"2017"	"2017"	93997
"Total"	"20-24 years"	"20-24"	"Hawaii"	"15"			2568077
	"20-24 years"	"20-24"	"Idaho"	"16"	"1990"	"1990"	66187
	"20-24 years"	"20-24"	"Idaho"	"16"	"1991"	"1991"	70189
	"20-24 years"	"20-24"	"Idaho"	"16"	"1992"	"1992"	73748
	"20-24 years"	"20-24"	"Idaho"	"16"	"1993"	"1993"	77362
	"20-24 years"	"20-24"	"Idaho"	"16"	"1994"	"1994"	80419
	"20-24 years"	"20-24"	"Idaho"	"16"	"1995"	"1995"	83526
	"20-24 years"	"20-24"	"Idaho"	"16"	"1996"	"1996"	84683
	"20-24 years"	"20-24"	"Idaho"	"16"	"1997"	"1997"	87348
	"20-24 years"	"20-24"	"Idaho"	"16"	"1998"	"1998"	89805
	"20-24 years"	"20-24"	"Idaho"	"16"	"1999"	"1999"	92437
	"20-24 years"	"20-24"	"Idaho"	"16"	"2000"	"2000"	94698
	"20-24 years"	"20-24"	"Idaho"	"16"	"2001"	"2001"	98407
	"20-24 years"	"20-24"	"Idaho"	"16"	"2002"	"2002"	101176
	"20-24 years"	"20-24"	"Idaho"	"16"	"2003"	"2003"	105120
	"20-24 years"	"20-24"	"Idaho"	"16"	"2004"	"2004"	107204
	"20-24 years"	"20-24"	"Idaho"	"16"	"2005"	"2005"	108543
	"20-24 years"	"20-24"	"Idaho"	"16"	"2006"	"2006"	109168
	"20-24 years"	"20-24"	"Idaho"	"16"	"2007"	"2007"	108915
	"20-24 years"	"20-24"	"Idaho"	"16"	"2008"	"2008"	108852
	"20-24 years"	"20-24"	"Idaho"	"16"	"2009"	"2009"	108429
	"20-24 years"	"20-24"	"Idaho"	"16"	"2010"	"2010"	108474
	"20-24 years"	"20-24"	"Idaho"	"16"	"2011"	"2011"	110156
	"20-24 years"	"20-24"	"Idaho"	"16"	"2012"	"2012"	111644
	"20-24 years"	"20-24"	"Idaho"	"16"	"2013"	"2013"	112572
	"20-24 years"	"20-24"	"Idaho"	"16"	"2014"	"2014"	112726
	"20-24 years"	"20-24"	"Idaho"	"16"	"2015"	"2015"	111337
	"20-24 years"	"20-24"	"Idaho"	"16"	"2016"	"2016"	111828
	"20-24 years"	"20-24"	"Idaho"	"16"	"2017"	"2017"	112737
"Total"	"20-24 years"	"20-24"	"Idaho"	"16"			2747690
	"20-24 years"	"20-24"	"Illinois"	"17"	"1990"	"1990"	867197
	"20-24 years"	"20-24"	"Illinois"	"17"	"1991"	"1991"	865618
	"20-24 years"	"20-24"	"Illinois"	"17"	"1992"	"1992"	862353
	"20-24 years"	"20-24"	"Illinois"	"17"	"1993"	"1993"	856321
	"20-24 years"	"20-24"	"Illinois"	"17"	"1994"	"1994"	844634
	"20-24 years"	"20-24"	"Illinois"	"17"	"1995"	"1995"	829585
	"20-24 years"	"20-24"	"Illinois"	"17"	"1996"	"1996"	810802
	"20-24 years"	"20-24"	"Illinois"	"17"	"1997"	"1997"	808831
	"20-24 years"	"20-24"	"Illinois"	"17"	"1998"	"1998"	818115
	"20-24 years"	"20-24"	"Illinois"	"17"	"1999"	"1999"	833765
	"20-24 years"	"20-24"	"Illinois"	"17"	"2000"	"2000"	855309
	"20-24 years"	"20-24"	"Illinois"	"17"	"2001"	"2001"	870940
	"20-24 years"	"20-24"	"Illinois"	"17"	"2002"	"2002"	877701
	"20-24 years"	"20-24"	"Illinois"	"17"	"2003"	"2003"	885309
	"20-24 years"	"20-24"	"Illinois"	"17"	"2004"	"2004"	893225
	"20-24 years"	"20-24"	"Illinois"	"17"	"2005"	"2005"	887761
	"20-24 years"	"20-24"	"Illinois"	"17"	"2006"	"2006"	882932
	"20-24 years"	"20-24"	"Illinois"	"17"	"2007"	"2007"	880284
	"20-24 years"	"20-24"	"Illinois"	"17"	"2008"	"2008"	876545
	"20-24 years"	"20-24"	"Illinois"	"17"	"2009"	"2009"	877648
	"20-24 years"	"20-24"	"Illinois"	"17"	"2010"	"2010"	880041
	"20-24 years"	"20-24"	"Illinois"	"17"	"2011"	"2011"	885911
	"20-24 years"	"20-24"	"Illinois"	"17"	"2012"	"2012"	896485
	"20-24 years"	"20-24"	"Illinois"	"17"	"2013"	"2013"	903543
	"20-24 years"	"20-24"	"Illinois"	"17"	"2014"	"2014"	905134
	"20-24 years"	"20-24"	"Illinois"	"17"	"2015"	"2015"	897438
	"20-24 years"	"20-24"	"Illinois"	"17"	"2016"	"2016"	883088
	"20-24 years"	"20-24"	"Illinois"	"17"	"2017"	"2017"	866359
"Total"	"20-24 years"	"20-24"	"Illinois"	"17"			24302874
	"20-24 years"	"20-24"	"Indiana"	"18"	"1990"	"1990"	425148
	"20-24 years"	"20-24"	"Indiana"	"18"	"1991"	"1991"	439017
	"20-24 years"	"20-24"	"Indiana"	"18"	"1992"	"1992"	446303
	"20-24 years"	"20-24"	"Indiana"	"18"	"1993"	"1993"	446062
	"20-24 years"	"20-24"	"Indiana"	"18"	"1994"	"1994"	438651
	"20-24 years"	"20-24"	"Indiana"	"18"	"1995"	"1995"	428891
	"20-24 years"	"20-24"	"Indiana"	"18"	"1996"	"1996"	415984
	"20-24 years"	"20-24"	"Indiana"	"18"	"1997"	"1997"	411974
	"20-24 years"	"20-24"	"Indiana"	"18"	"1998"	"1998"	415062
	"20-24 years"	"20-24"	"Indiana"	"18"	"1999"	"1999"	420595
	"20-24 years"	"20-24"	"Indiana"	"18"	"2000"	"2000"	429055
	"20-24 years"	"20-24"	"Indiana"	"18"	"2001"	"2001"	440515
	"20-24 years"	"20-24"	"Indiana"	"18"	"2002"	"2002"	448045
	"20-24 years"	"20-24"	"Indiana"	"18"	"2003"	"2003"	454110
	"20-24 years"	"20-24"	"Indiana"	"18"	"2004"	"2004"	455140
	"20-24 years"	"20-24"	"Indiana"	"18"	"2005"	"2005"	453312
	"20-24 years"	"20-24"	"Indiana"	"18"	"2006"	"2006"	450986
	"20-24 years"	"20-24"	"Indiana"	"18"	"2007"	"2007"	446582
	"20-24 years"	"20-24"	"Indiana"	"18"	"2008"	"2008"	446225
	"20-24 years"	"20-24"	"Indiana"	"18"	"2009"	"2009"	449181
	"20-24 years"	"20-24"	"Indiana"	"18"	"2010"	"2010"	453833
	"20-24 years"	"20-24"	"Indiana"	"18"	"2011"	"2011"	464838
	"20-24 years"	"20-24"	"Indiana"	"18"	"2012"	"2012"	477909
	"20-24 years"	"20-24"	"Indiana"	"18"	"2013"	"2013"	485676
	"20-24 years"	"20-24"	"Indiana"	"18"	"2014"	"2014"	489181
	"20-24 years"	"20-24"	"Indiana"	"18"	"2015"	"2015"	486836
	"20-24 years"	"20-24"	"Indiana"	"18"	"2016"	"2016"	481324
	"20-24 years"	"20-24"	"Indiana"	"18"	"2017"	"2017"	474605
"Total"	"20-24 years"	"20-24"	"Indiana"	"18"			12575040
	"20-24 years"	"20-24"	"Iowa"	"19"	"1990"	"1990"	198252
	"20-24 years"	"20-24"	"Iowa"	"19"	"1991"	"1991"	204679
	"20-24 years"	"20-24"	"Iowa"	"19"	"1992"	"1992"	207900
	"20-24 years"	"20-24"	"Iowa"	"19"	"1993"	"1993"	205533
	"20-24 years"	"20-24"	"Iowa"	"19"	"1994"	"1994"	200600
	"20-24 years"	"20-24"	"Iowa"	"19"	"1995"	"1995"	196071
	"20-24 years"	"20-24"	"Iowa"	"19"	"1996"	"1996"	190401
	"20-24 years"	"20-24"	"Iowa"	"19"	"1997"	"1997"	190412
	"20-24 years"	"20-24"	"Iowa"	"19"	"1998"	"1998"	194429
	"20-24 years"	"20-24"	"Iowa"	"19"	"1999"	"1999"	199745
	"20-24 years"	"20-24"	"Iowa"	"19"	"2000"	"2000"	204722
	"20-24 years"	"20-24"	"Iowa"	"19"	"2001"	"2001"	207116
	"20-24 years"	"20-24"	"Iowa"	"19"	"2002"	"2002"	212809
	"20-24 years"	"20-24"	"Iowa"	"19"	"2003"	"2003"	218193
	"20-24 years"	"20-24"	"Iowa"	"19"	"2004"	"2004"	221553
	"20-24 years"	"20-24"	"Iowa"	"19"	"2005"	"2005"	222032
	"20-24 years"	"20-24"	"Iowa"	"19"	"2006"	"2006"	221840
	"20-24 years"	"20-24"	"Iowa"	"19"	"2007"	"2007"	216397
	"20-24 years"	"20-24"	"Iowa"	"19"	"2008"	"2008"	214273
	"20-24 years"	"20-24"	"Iowa"	"19"	"2009"	"2009"	213377
	"20-24 years"	"20-24"	"Iowa"	"19"	"2010"	"2010"	213861
	"20-24 years"	"20-24"	"Iowa"	"19"	"2011"	"2011"	218301
	"20-24 years"	"20-24"	"Iowa"	"19"	"2012"	"2012"	224314
	"20-24 years"	"20-24"	"Iowa"	"19"	"2013"	"2013"	229732
	"20-24 years"	"20-24"	"Iowa"	"19"	"2014"	"2014"	232903
	"20-24 years"	"20-24"	"Iowa"	"19"	"2015"	"2015"	233169
	"20-24 years"	"20-24"	"Iowa"	"19"	"2016"	"2016"	231549
	"20-24 years"	"20-24"	"Iowa"	"19"	"2017"	"2017"	229342
"Total"	"20-24 years"	"20-24"	"Iowa"	"19"			5953505
	"20-24 years"	"20-24"	"Kansas"	"20"	"1990"	"1990"	181465
	"20-24 years"	"20-24"	"Kansas"	"20"	"1991"	"1991"	183278
	"20-24 years"	"20-24"	"Kansas"	"20"	"1992"	"1992"	183754
	"20-24 years"	"20-24"	"Kansas"	"20"	"1993"	"1993"	181947
	"20-24 years"	"20-24"	"Kansas"	"20"	"1994"	"1994"	179586
	"20-24 years"	"20-24"	"Kansas"	"20"	"1995"	"1995"	176902
	"20-24 years"	"20-24"	"Kansas"	"20"	"1996"	"1996"	173122
	"20-24 years"	"20-24"	"Kansas"	"20"	"1997"	"1997"	175587
	"20-24 years"	"20-24"	"Kansas"	"20"	"1998"	"1998"	180443
	"20-24 years"	"20-24"	"Kansas"	"20"	"1999"	"1999"	185908
	"20-24 years"	"20-24"	"Kansas"	"20"	"2000"	"2000"	191190
	"20-24 years"	"20-24"	"Kansas"	"20"	"2001"	"2001"	195149
	"20-24 years"	"20-24"	"Kansas"	"20"	"2002"	"2002"	201799
	"20-24 years"	"20-24"	"Kansas"	"20"	"2003"	"2003"	206499
	"20-24 years"	"20-24"	"Kansas"	"20"	"2004"	"2004"	210364
	"20-24 years"	"20-24"	"Kansas"	"20"	"2005"	"2005"	211859
	"20-24 years"	"20-24"	"Kansas"	"20"	"2006"	"2006"	212607
	"20-24 years"	"20-24"	"Kansas"	"20"	"2007"	"2007"	206987
	"20-24 years"	"20-24"	"Kansas"	"20"	"2008"	"2008"	207304
	"20-24 years"	"20-24"	"Kansas"	"20"	"2009"	"2009"	204481
	"20-24 years"	"20-24"	"Kansas"	"20"	"2010"	"2010"	204822
	"20-24 years"	"20-24"	"Kansas"	"20"	"2011"	"2011"	206650
	"20-24 years"	"20-24"	"Kansas"	"20"	"2012"	"2012"	214025
	"20-24 years"	"20-24"	"Kansas"	"20"	"2013"	"2013"	217538
	"20-24 years"	"20-24"	"Kansas"	"20"	"2014"	"2014"	219770
	"20-24 years"	"20-24"	"Kansas"	"20"	"2015"	"2015"	220785
	"20-24 years"	"20-24"	"Kansas"	"20"	"2016"	"2016"	218180
	"20-24 years"	"20-24"	"Kansas"	"20"	"2017"	"2017"	215302
"Total"	"20-24 years"	"20-24"	"Kansas"	"20"			5567303
	"20-24 years"	"20-24"	"Kentucky"	"21"	"1990"	"1990"	281352
	"20-24 years"	"20-24"	"Kentucky"	"21"	"1991"	"1991"	285293
	"20-24 years"	"20-24"	"Kentucky"	"21"	"1992"	"1992"	289094
	"20-24 years"	"20-24"	"Kentucky"	"21"	"1993"	"1993"	290140
	"20-24 years"	"20-24"	"Kentucky"	"21"	"1994"	"1994"	287909
	"20-24 years"	"20-24"	"Kentucky"	"21"	"1995"	"1995"	284511
	"20-24 years"	"20-24"	"Kentucky"	"21"	"1996"	"1996"	277411
	"20-24 years"	"20-24"	"Kentucky"	"21"	"1997"	"1997"	274450
	"20-24 years"	"20-24"	"Kentucky"	"21"	"1998"	"1998"	276998
	"20-24 years"	"20-24"	"Kentucky"	"21"	"1999"	"1999"	280619
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2000"	"2000"	284962
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2001"	"2001"	295534
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2002"	"2002"	299655
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2003"	"2003"	300426
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2004"	"2004"	302230
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2005"	"2005"	298829
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2006"	"2006"	290187
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2007"	"2007"	290952
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2008"	"2008"	286571
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2009"	"2009"	288397
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2010"	"2010"	293211
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2011"	"2011"	302433
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2012"	"2012"	311196
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2013"	"2013"	316104
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2014"	"2014"	316465
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2015"	"2015"	312690
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2016"	"2016"	306666
	"20-24 years"	"20-24"	"Kentucky"	"21"	"2017"	"2017"	303192
"Total"	"20-24 years"	"20-24"	"Kentucky"	"21"			8227477
	"20-24 years"	"20-24"	"Louisiana"	"22"	"1990"	"1990"	328997
	"20-24 years"	"20-24"	"Louisiana"	"22"	"1991"	"1991"	330582
	"20-24 years"	"20-24"	"Louisiana"	"22"	"1992"	"1992"	330511
	"20-24 years"	"20-24"	"Louisiana"	"22"	"1993"	"1993"	327295
	"20-24 years"	"20-24"	"Louisiana"	"22"	"1994"	"1994"	323144
	"20-24 years"	"20-24"	"Louisiana"	"22"	"1995"	"1995"	319027
	"20-24 years"	"20-24"	"Louisiana"	"22"	"1996"	"1996"	313450
	"20-24 years"	"20-24"	"Louisiana"	"22"	"1997"	"1997"	314092
	"20-24 years"	"20-24"	"Louisiana"	"22"	"1998"	"1998"	317061
	"20-24 years"	"20-24"	"Louisiana"	"22"	"1999"	"1999"	321955
	"20-24 years"	"20-24"	"Louisiana"	"22"	"2000"	"2000"	327788
	"20-24 years"	"20-24"	"Louisiana"	"22"	"2001"	"2001"	341040
	"20-24 years"	"20-24"	"Louisiana"	"22"	"2002"	"2002"	351069
	"20-24 years"	"20-24"	"Louisiana"	"22"	"2003"	"2003"	358093
	"20-24 years"	"20-24"	"Louisiana"	"22"	"2004"	"2004"	363077
	"20-24 years"	"20-24"	"Louisiana"	"22"	"2005"	"2005"	360516
	"20-24 years"	"20-24"	"Louisiana"	"22"	"2006"	"2006"	329137
	"20-24 years"	"20-24"	"Louisiana"	"22"	"2007"	"2007"	333395
	"20-24 years"	"20-24"	"Louisiana"	"22"	"2008"	"2008"	332518
	"20-24 years"	"20-24"	"Louisiana"	"22"	"2009"	"2009"	336142
	"20-24 years"	"20-24"	"Louisiana"	"22"	"2010"	"2010"	340607
	"20-24 years"	"20-24"	"Louisiana"	"22"	"2011"	"2011"	347780
	"20-24 years"	"20-24"	"Louisiana"	"22"	"2012"	"2012"	352773
	"20-24 years"	"20-24"	"Louisiana"	"22"	"2013"	"2013"	353840
	"20-24 years"	"20-24"	"Louisiana"	"22"	"2014"	"2014"	350164
	"20-24 years"	"20-24"	"Louisiana"	"22"	"2015"	"2015"	341745
	"20-24 years"	"20-24"	"Louisiana"	"22"	"2016"	"2016"	329189
	"20-24 years"	"20-24"	"Louisiana"	"22"	"2017"	"2017"	319682
"Total"	"20-24 years"	"20-24"	"Louisiana"	"22"			9394669
	"20-24 years"	"20-24"	"Maine"	"23"	"1990"	"1990"	86626
	"20-24 years"	"20-24"	"Maine"	"23"	"1991"	"1991"	86068
	"20-24 years"	"20-24"	"Maine"	"23"	"1992"	"1992"	84603
	"20-24 years"	"20-24"	"Maine"	"23"	"1993"	"1993"	83028
	"20-24 years"	"20-24"	"Maine"	"23"	"1994"	"1994"	79807
	"20-24 years"	"20-24"	"Maine"	"23"	"1995"	"1995"	76516
	"20-24 years"	"20-24"	"Maine"	"23"	"1996"	"1996"	73264
	"20-24 years"	"20-24"	"Maine"	"23"	"1997"	"1997"	71139
	"20-24 years"	"20-24"	"Maine"	"23"	"1998"	"1998"	69887
	"20-24 years"	"20-24"	"Maine"	"23"	"1999"	"1999"	69702
	"20-24 years"	"20-24"	"Maine"	"23"	"2000"	"2000"	70134
	"20-24 years"	"20-24"	"Maine"	"23"	"2001"	"2001"	71677
	"20-24 years"	"20-24"	"Maine"	"23"	"2002"	"2002"	74110
	"20-24 years"	"20-24"	"Maine"	"23"	"2003"	"2003"	76668
	"20-24 years"	"20-24"	"Maine"	"23"	"2004"	"2004"	78022
	"20-24 years"	"20-24"	"Maine"	"23"	"2005"	"2005"	79811
	"20-24 years"	"20-24"	"Maine"	"23"	"2006"	"2006"	80392
	"20-24 years"	"20-24"	"Maine"	"23"	"2007"	"2007"	79870
	"20-24 years"	"20-24"	"Maine"	"23"	"2008"	"2008"	80001
	"20-24 years"	"20-24"	"Maine"	"23"	"2009"	"2009"	79971
	"20-24 years"	"20-24"	"Maine"	"23"	"2010"	"2010"	79547
	"20-24 years"	"20-24"	"Maine"	"23"	"2011"	"2011"	80100
	"20-24 years"	"20-24"	"Maine"	"23"	"2012"	"2012"	80461
	"20-24 years"	"20-24"	"Maine"	"23"	"2013"	"2013"	80325
	"20-24 years"	"20-24"	"Maine"	"23"	"2014"	"2014"	79806
	"20-24 years"	"20-24"	"Maine"	"23"	"2015"	"2015"	78534
	"20-24 years"	"20-24"	"Maine"	"23"	"2016"	"2016"	77593
	"20-24 years"	"20-24"	"Maine"	"23"	"2017"	"2017"	76490
"Total"	"20-24 years"	"20-24"	"Maine"	"23"			2184152
	"20-24 years"	"20-24"	"Maryland"	"24"	"1990"	"1990"	369090
	"20-24 years"	"20-24"	"Maryland"	"24"	"1991"	"1991"	357778
	"20-24 years"	"20-24"	"Maryland"	"24"	"1992"	"1992"	345733
	"20-24 years"	"20-24"	"Maryland"	"24"	"1993"	"1993"	334225
	"20-24 years"	"20-24"	"Maryland"	"24"	"1994"	"1994"	323531
	"20-24 years"	"20-24"	"Maryland"	"24"	"1995"	"1995"	313138
	"20-24 years"	"20-24"	"Maryland"	"24"	"1996"	"1996"	304013
	"20-24 years"	"20-24"	"Maryland"	"24"	"1997"	"1997"	301027
	"20-24 years"	"20-24"	"Maryland"	"24"	"1998"	"1998"	301665
	"20-24 years"	"20-24"	"Maryland"	"24"	"1999"	"1999"	307768
	"20-24 years"	"20-24"	"Maryland"	"24"	"2000"	"2000"	317402
	"20-24 years"	"20-24"	"Maryland"	"24"	"2001"	"2001"	330794
	"20-24 years"	"20-24"	"Maryland"	"24"	"2002"	"2002"	340867
	"20-24 years"	"20-24"	"Maryland"	"24"	"2003"	"2003"	351242
	"20-24 years"	"20-24"	"Maryland"	"24"	"2004"	"2004"	358278
	"20-24 years"	"20-24"	"Maryland"	"24"	"2005"	"2005"	365743
	"20-24 years"	"20-24"	"Maryland"	"24"	"2006"	"2006"	371492
	"20-24 years"	"20-24"	"Maryland"	"24"	"2007"	"2007"	377505
	"20-24 years"	"20-24"	"Maryland"	"24"	"2008"	"2008"	380503
	"20-24 years"	"20-24"	"Maryland"	"24"	"2009"	"2009"	386964
	"20-24 years"	"20-24"	"Maryland"	"24"	"2010"	"2010"	394966
	"20-24 years"	"20-24"	"Maryland"	"24"	"2011"	"2011"	400083
	"20-24 years"	"20-24"	"Maryland"	"24"	"2012"	"2012"	401322
	"20-24 years"	"20-24"	"Maryland"	"24"	"2013"	"2013"	403558
	"20-24 years"	"20-24"	"Maryland"	"24"	"2014"	"2014"	402744
	"20-24 years"	"20-24"	"Maryland"	"24"	"2015"	"2015"	398017
	"20-24 years"	"20-24"	"Maryland"	"24"	"2016"	"2016"	391270
	"20-24 years"	"20-24"	"Maryland"	"24"	"2017"	"2017"	386422
"Total"	"20-24 years"	"20-24"	"Maryland"	"24"			10017140
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"1990"	"1990"	518002
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"1991"	"1991"	510913
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"1992"	"1992"	497467
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"1993"	"1993"	474135
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"1994"	"1994"	448015
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"1995"	"1995"	422115
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"1996"	"1996"	394217
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"1997"	"1997"	383491
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"1998"	"1998"	386307
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"1999"	"1999"	396060
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"2000"	"2000"	407324
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"2001"	"2001"	416761
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"2002"	"2002"	421862
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"2003"	"2003"	428008
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"2004"	"2004"	428705
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"2005"	"2005"	432774
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"2006"	"2006"	442959
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"2007"	"2007"	451254
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"2008"	"2008"	458792
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"2009"	"2009"	469770
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"2010"	"2010"	478381
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"2011"	"2011"	480465
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"2012"	"2012"	482218
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"2013"	"2013"	486716
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"2014"	"2014"	491184
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"2015"	"2015"	492593
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"2016"	"2016"	494737
	"20-24 years"	"20-24"	"Massachusetts"	"25"	"2017"	"2017"	494160
"Total"	"20-24 years"	"20-24"	"Massachusetts"	"25"			12689385
	"20-24 years"	"20-24"	"Michigan"	"26"	"1990"	"1990"	708523
	"20-24 years"	"20-24"	"Michigan"	"26"	"1991"	"1991"	714106
	"20-24 years"	"20-24"	"Michigan"	"26"	"1992"	"1992"	711966
	"20-24 years"	"20-24"	"Michigan"	"26"	"1993"	"1993"	701456
	"20-24 years"	"20-24"	"Michigan"	"26"	"1994"	"1994"	686034
	"20-24 years"	"20-24"	"Michigan"	"26"	"1995"	"1995"	667578
	"20-24 years"	"20-24"	"Michigan"	"26"	"1996"	"1996"	646862
	"20-24 years"	"20-24"	"Michigan"	"26"	"1997"	"1997"	636454
	"20-24 years"	"20-24"	"Michigan"	"26"	"1998"	"1998"	633505
	"20-24 years"	"20-24"	"Michigan"	"26"	"1999"	"1999"	638082
	"20-24 years"	"20-24"	"Michigan"	"26"	"2000"	"2000"	648007
	"20-24 years"	"20-24"	"Michigan"	"26"	"2001"	"2001"	668096
	"20-24 years"	"20-24"	"Michigan"	"26"	"2002"	"2002"	683028
	"20-24 years"	"20-24"	"Michigan"	"26"	"2003"	"2003"	693237
	"20-24 years"	"20-24"	"Michigan"	"26"	"2004"	"2004"	693534
	"20-24 years"	"20-24"	"Michigan"	"26"	"2005"	"2005"	690088
	"20-24 years"	"20-24"	"Michigan"	"26"	"2006"	"2006"	682237
	"20-24 years"	"20-24"	"Michigan"	"26"	"2007"	"2007"	671666
	"20-24 years"	"20-24"	"Michigan"	"26"	"2008"	"2008"	664790
	"20-24 years"	"20-24"	"Michigan"	"26"	"2009"	"2009"	663046
	"20-24 years"	"20-24"	"Michigan"	"26"	"2010"	"2010"	673932
	"20-24 years"	"20-24"	"Michigan"	"26"	"2011"	"2011"	698137
	"20-24 years"	"20-24"	"Michigan"	"26"	"2012"	"2012"	721186
	"20-24 years"	"20-24"	"Michigan"	"26"	"2013"	"2013"	734786
	"20-24 years"	"20-24"	"Michigan"	"26"	"2014"	"2014"	740382
	"20-24 years"	"20-24"	"Michigan"	"26"	"2015"	"2015"	730329
	"20-24 years"	"20-24"	"Michigan"	"26"	"2016"	"2016"	714196
	"20-24 years"	"20-24"	"Michigan"	"26"	"2017"	"2017"	702672
"Total"	"20-24 years"	"20-24"	"Michigan"	"26"			19217915
	"20-24 years"	"20-24"	"Minnesota"	"27"	"1990"	"1990"	315774
	"20-24 years"	"20-24"	"Minnesota"	"27"	"1991"	"1991"	314009
